Órgão,Unidade Gestora,Número Contrato,Fornecedor,Vig. Início,Vig. Fim,Valor Global,Núm. Parcelas,Valor Parcela,ministerio
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00009/2023,21.950.129/0001-30 - PRGNET SERVICO DE TELECOMUNICACAO LTDA,27/04/2023,26/08/2026,"R$ 109.024,99",20,"R$ 5.451,25",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00009/2024,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,17/04/2024,16/04/2025,"R$ 218.000,00",1,"R$ 218.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00010/2018,26.263.549/0001-62 - SLG COMERCIO SERVICOS E REPRESENTACOES EIRELI,05/12/2018,02/12/2019,"R$ 236.640,00",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00010/2021,22.797.545/0001-03 - LENOVO COMERCIAL E DISTRIBUICAO LIMITADA,23/12/2021,22/12/2022,"R$ 519.030,00",1,"R$ 519.030,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00010/2022,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,08/12/2022,08/12/2027,"R$ 137.994,00",1,"R$ 137.994,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170028 - DRF SAO LUIS,00010/2022,18.843.645/0001-51 - TELECOMUNICACOES BRASILIA LTDA,30/12/2022,29/12/2024,"R$ 15.564,00",12,"R$ 1.297,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170078 - SRRF05,00010/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,15/12/2022,15/12/2025,"R$ 28.310,00",1,"R$ 28.310,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00010/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),29/12/2023,28/12/2025,"R$ 4.278.269,84",12,"R$ 356.522,49",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00010/2024,23.880.630/0002-84 - WETALK TECNOLOGIA DA INFORMACAO LTDA,17/04/2024,16/04/2025,"R$ 289.500,00",1,"R$ 289.500,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170201 - DRF PORTO VELHO,00011/2021,12.973.083/0001-84 - OLLA SERVICOS & INTERNET LTDA,20/10/2021,19/06/2023,"R$ 38.800,00",20,"R$ 1.940,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00011/2022,14.476.967/0001-59 - IUNEX SOLUCOES LTDA,24/06/2022,24/07/2025,"R$ 945.000,00",1,"R$ 945.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00011/2022,05.673.799/0001-09 - PPN TECNOLOGIA E INFORMATICA LTDA,06/12/2022,06/12/2025,"R$ 263.408,00",1,"R$ 263.408,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170008 - PGFN/MF,00011/2023,02.593.165/0001-40 - GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.,29/12/2023,28/12/2025,"R$ 8.107.339,40",1,"R$ 8.107.339,40",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170078 - SRRF05,00012/2022,67.071.001/0003-60 - UNIFY - SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA.,15/12/2022,15/12/2027,"R$ 94.950,00",1,"R$ 94.950,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00012/2023,04.929.322/0001-70 - LAYER TECNOLOGIA DA INFORMACAO LTDA,10/04/2023,10/04/2028,"R$ 3.057.700,00",1,"R$ 3.057.700,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00012/2023,02.092.332/0001-79 - CLM SOFTWARE COMERCIO IMPORTACAO E EXPORTACAO LTDA.,21/12/2023,21/12/2026,"R$ 530.000,00",1,"R$ 530.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00013/2023,07.322.276/0001-35 - SYDLE SISTEMAS LTDA,27/10/2023,26/10/2026,"R$ 16.639.095,79",1,"R$ 16.639.095,79",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170088 - SRRF06,00014/2021,06.537.806/0001-08 - BIZZ INTERNET LTDA,01/12/2021,30/11/2026,"R$ 2.598,00",20,"R$ 129,90",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,00014/2021,05.872.814/0003-00 - VOGEL SOLUCOES EM TELECOMUNICACOES E INFORMATICA S.A.,08/10/2021,08/10/2026,"R$ 21.000,00",20,"R$ 1.050,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170078 - SRRF05,00014/2022,20.324.748/0001-57 - VLP NOBREAKS E ESTABILIZADORES LTDA,23/12/2022,23/12/2024,"R$ 105.930,00",1,"R$ 105.930,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00014/2022,23.674.714/0001-80 - 682 SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA,04/10/2022,03/10/2026,"R$ 5.779,80",1,"R$ 5.779,80",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00014/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,07/11/2023,06/11/2026,"R$ 345.420,00",1,"R$ 345.420,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00015/2021,03.620.200/0001-35 - PRO-SYSTEMS INFORMATICA LTDA,03/03/2021,03/03/2025,"R$ 348.865,11",12,"R$ 29.072,09",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00015/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,12/07/2023,12/07/2026,"R$ 148.590,00",1,"R$ 148.590,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170156 - SRRF09,00017/2023,03.420.933/0001-26 - DR SOFTWARE SERVICOS LTDA,01/08/2023,31/07/2025,"R$ 497.206,56",24,"R$ 20.716,94",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00018/2024,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,20/05/2024,19/05/2026,"R$ 2.187.313,22",1,"R$ 2.187.313,22",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170007 - SUCOP-STN,00019/2017,806030 - SERPRO - SEDE - BRASILIA,03/05/2017,15/04/2022,"R$ 241.796.736,69",11,"R$ 21.981.521,52",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00019/2018,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),24/11/2018,23/11/2023,"R$ 157.640.407,37",1,"R$ 157.640.407,37",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170217 - SRRF02,00019/2023,40.628.906/0001-70 - CONTRATOSGOV SISTEMAS LTDA,02/10/2023,01/10/2025,"R$ 88.600,00",4,"R$ 22.150,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00020/2024,10.918.347/0002-52 - DIAGRAMA TECNOLOGIA LIMITADA,11/07/2024,10/07/2025,"R$ 163.680,00",1,"R$ 163.680,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00021/2023,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,25/09/2023,25/09/2026,"R$ 1.296.872,07",1,"R$ 1.296.872,07",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00021/2024,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,28/08/2024,28/08/2025,"R$ 56.687.491,18",1,"R$ 56.687.491,18",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00022/2024,21.550.873/0001-48 - WELTSOLUTIONS SUPORTE EM TECNOLOGIA DA INFORMACAO LTDA,06/09/2024,05/09/2025,"R$ 52.000,00",1,"R$ 52.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00023/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),30/08/2022,30/08/2025,"R$ 14.899.940,77",1,"R$ 14.899.940,77",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00023/2024,81.243.735/0019-77 - POSITIVO TECNOLOGIA S.A.,17/12/2024,16/12/2025,"R$ 61.662,00",1,"R$ 61.662,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00025/2020,57.142.978/0001-05 - BRASOFTWARE INFORMATICA LTDA,23/06/2020,22/06/2024,"R$ 26.894.987,06",12,"R$ 2.241.248,92",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00025/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),24/11/2023,04/07/2025,"R$ 1.133.788.195,00",1,"R$ 1.133.788.195,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00025/2024,05.757.597/0002-18 - TECHBIZ FORENSE DIGITAL LTDA,27/11/2024,26/11/2025,"R$ 4.081.386,72",1,"R$ 4.081.386,72",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,280101 - CGRL/MDIC,00026/2016,11.777.162/0001-57 - BASIS TECNOLOGIA DA INFORMACAO S.A.,16/12/2016,16/12/2019,"R$ 3.498.833,42",12,"R$ 291.569,45",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201057 - CENTRAL/MGI,00027/2025,47.482.372/0001-65 - COTAWEB REPRESENTACAO COMERCIAL E ASSESSORIA LTDA,03/02/2025,02/08/2025,"R$ 0,00",1,"R$ 0,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00030/2020,49.074.412/0001-65 - NEC LATIN AMERICA S.A.,31/08/2020,30/08/2025,"R$ 2.170.619,80",1,"R$ 2.170.619,80",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170156 - SRRF09,00030/2024,23.518.065/0001-29 - XP ON CONSULTORIA LTDA,11/07/2024,11/07/2025,"R$ 218.000,00",1,"R$ 218.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170177 - SRRF10,00031/2024,07.756.651/0001-55 - BRASIL TECPAR SERVICOS DE TELECOMUNICACOES S.A,01/02/2024,31/01/2025,"R$ 15.720,00",1,"R$ 15.720,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170156 - SRRF09,00031/2024,23.880.630/0002-84 - WETALK TECNOLOGIA DA INFORMACAO LTDA,11/07/2024,11/07/2025,"R$ 57.900,00",1,"R$ 57.900,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170177 - SRRF10,00032/2024,10.773.501/0001-64 - OSIRNET INFO TELECOM LTDA,01/02/2024,31/01/2025,"R$ 15.820,20",1,"R$ 15.820,20",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170156 - SRRF09,00039/2024,10.918.347/0002-52 - DIAGRAMA TECNOLOGIA LIMITADA,02/09/2024,02/09/2025,"R$ 38.192,00",1,"R$ 38.192,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170088 - SRRF06,00047/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,23/12/2024,22/12/2025,"R$ 65.280,00",1,"R$ 65.280,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170040 - SRRF03,00048/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,20/12/2024,19/12/2025,"R$ 25.500,00",1,"R$ 25.500,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,00051/2021,03.535.902/0001-10 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,21/09/2021,20/09/2024,"R$ 1.002.276,35",12,"R$ 83.523,03",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,201013 - CEOFI/CGEOF/MP,00096/2017,01.134.191/0002-28 - SERVIX INFORMATICA LTDA,29/12/2017,28/04/2021,"R$ 2.434.991,78",40,"R$ 202.915,98",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170018 - SRRF01,00098/2021,09.093.813/0001-48 - TITANIA COMERCIO E SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,01/01/2022,31/12/2024,"R$ 757,95",1,"R$ 757,95",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,2020NE800088,12.045.633/0001-03 - E-MEX TELECOMUNICACOES DO BRASIL LTDA,01/08/2019,01/08/2024,"R$ 10.194,00",1,"R$ 10.194,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,2020NE800090,76.535.764/0001-43 - OI S.A. - EM RECUPERACAO JUDICIAL,02/08/2019,02/08/2024,"R$ 11.116,80",1,"R$ 11.116,80",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170018 - SRRF01,2021NE000097,25.452.912/0001-25 - SEEG FIBRAS TELECOMUNICACOES LTDA,01/01/2022,31/12/2024,"R$ 8.576,40",1,"R$ 8.576,40",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170018 - SRRF01,2022NE000002,07.312.415/0001-40 - NELSON VIDOVIX SEGURA & CIA LTDA,24/01/2022,31/12/2024,"R$ 12.920,00",1,"R$ 12.920,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170097 - DRF UBERLANDIA,2023NE000094,20.859.451/0001-96 - TECHWEL COMERCIO LOCACOES & SERVICOS LTDA,25/07/2023,31/12/2024,"R$ 5.439,66",17,"R$ 319,98",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,2024NE000156,06.132.270/0001-32 - SOLLICITA NEGOCIOS PUBLICOS LTDA,22/08/2024,21/08/2025,"R$ 36.558,40",1,"R$ 36.558,40",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170010 - RFB/ME,2024NE000202,27.539.332/0001-03 - TIMBERLAKE ANALYTICS SOFTWARE LTDA,29/07/2024,28/07/2026,"R$ 24.658,34",1,"R$ 24.658,34",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170116 - SRRF07,2024NE000295,05.555.382/0001-33 - AOVS SISTEMAS DE INFORMATICA S.A.,19/06/2024,19/06/2025,"R$ 6.000,00",1,"R$ 6.000,00",Consulta Contratos Contratos.gov.br Min Fazenda 25000
25000 - MINISTERIO DA FAZENDA,170040 - SRRF03,2025NE000100,48.754.707/0001-10 - TRIUNFAL MAQUINAS E FERRAMENTAS LTDA,13/02/2025,31/12/2025,"R$ 324,15",1,"R$ 324,15",Consulta Contratos Contratos.gov.br Min Fazenda 25000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00004/2025,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMERCIO LTDA,22/04/2025,22/04/2026,"R$ 2.107.203,00",1,"R$ 2.107.203,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00030/2024,01.645.738/0021-12 - INDRA BRASIL SOLUCOES E SERVICOS TECNOLOGICOS LTDA,02/08/2024,02/08/2025,"R$ 5.243.372,72",1,"R$ 5.243.372,72",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00023/2021,07.432.517/0001-07 - SIMPRESS COMERCIO LOCACAO E SERVICOS LTDA,06/05/2021,06/05/2026,"R$ 467.742,21",12,"R$ 38.978,52",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00006/2025,04.929.322/0001-70 - LAYER TECNOLOGIA DA INFORMACAO LTDA,30/04/2025,30/04/2026,"R$ 8.448.000,00",1,"R$ 8.448.000,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00043/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,27/12/2022,27/12/2025,"R$ 79.716,00",1,"R$ 79.716,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00032/2020,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),18/12/2020,18/12/2025,"R$ 1.497.765,24",12,"R$ 124.813,77",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00002/2024,19.877.285/0002-52 - LANLINK SOLUCOES E COMERCIALIZACAO EM INFORMATICA S/A,12/03/2024,12/03/2027,"R$ 11.934.797,52",36,"R$ 331.522,15",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00041/2024,26.025.401/0001-90 - BLUE EYE SOLUCOES EM TECNOLOGIA LTDA,02/12/2024,02/12/2025,"R$ 1.599.960,00",1,"R$ 1.599.960,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00002/2022,01.011.976/0001-22 - ORION ENGENHARIA E TECNOLOGIA S/A,06/01/2022,06/01/2026,"R$ 1.463.694,00",12,"R$ 121.974,50",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00042/2022,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),26/12/2022,26/12/2025,"R$ 8.972,76",12,"R$ 747,73",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00027/2020,24.904.526/0001-64 - TELEMIKRO TELECOMUNICACOES INFORMATICA E MICROELETRONICA LTDA,15/10/2020,15/10/2025,"R$ 418.055,98",30,"R$ 13.935,20",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00006/2022,21.547.011/0001-66 - ALLTECH - SOLUCOES EM TECNOLOGIA LTDA,01/02/2022,01/02/2026,"R$ 2.323.823,15",12,"R$ 193.651,93",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00019/2020,03.627.226/0001-05 - DSS SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA EM RECUPERACAO JUDICIAL,10/06/2020,10/06/2025,"R$ 3.545.126,16",12,"R$ 295.427,18",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00003/2024,00.336.701/0001-04 - TELECOMUNICACOES BRASILEIRAS SA TELEBRAS,28/03/2024,28/03/2029,"R$ 1.823.400,00",60,"R$ 30.390,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00018/2023,33.683.111/0001-07 - SERVICO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO),14/11/2023,14/11/2025,"R$ 64.492,47",1,"R$ 64.492,47",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00049/2024,03.619.767/0005-15 - TORINO INFORMATICA LTDA..,31/12/2024,31/12/2029,"R$ 2.214.800,00",1,"R$ 2.214.800,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00004/2024,67.393.181/0001-34 - IMAGEM GEOSISTEMAS E COMERCIO LTDA,27/03/2024,27/03/2025,"R$ 2.963.596,66",1,"R$ 2.963.596,66",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00003/2019,31.460.582/0001-12 - CONSORCIO MPOG STFC E SMP PE-01/2018,26/03/2019,25/03/2025,"R$ 100.714,93",12,"R$ 8.392,91",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00061/2021,77.166.098/0001-86 - SIGMA DATASERV INFORMATICA S A EM RECUPERACAO JUDICIAL,17/12/2021,17/12/2024,"R$ 3.705.000,00",12,"R$ 308.750,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00031/2022,58.619.404/0008-14 - CONVERGINT COMERCIO E SERVICOS DE TECNOLOGIA LTDA,16/09/2022,16/09/2025,"R$ 7.409.484,00",36,"R$ 205.819,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00036/2022,04.198.254/0001-17 - MCR SISTEMAS E CONSULTORIA LTDA,28/11/2022,28/11/2025,"R$ 611.600,00",1,"R$ 611.600,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00055/2021,11.185.325/0001-02 - TAREA GERENCIAMENTO LTDA,04/11/2021,04/11/2025,"R$ 3.115.248,18",12,"R$ 259.604,02",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
53000 - MINIST. DA INTEGR. E DO DESENVOLV. REGIONA,530001 - MIDR/ADM.GERAL,00037/2022,05.673.799/0001-09 - PPN TECNOLOGIA E INFORMATICA LTDA,28/11/2022,28/11/2025,"R$ 1.448.744,00",1,"R$ 1.448.744,00",Consulta Contratos Contratos.gov.br Min Int e Des Reg 53000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00001/2021,00.308.141/0001-76 - CONNECTCOM TELEINFORMATICA COMERCIO E SERVICOS LTDA,09/04/2021,09/04/2026,"R$ 1.663.672,92",12,"R$ 138.639,41",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200005 - CGL/MJ,00001/2024,23.031.618/0001-14 - DAT SOLUCOES EM TECNOLOGIA LTDA,15/01/2024,15/01/2026,"R$ 199.976,29",1,"R$ 199.976,29",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00002/2025,73.514.382/0001-45 - 2R DATATEL TELEINFORMATICA LTDA,08/01/2025,08/01/2028,"R$ 1.658.900,00",1,"R$ 1.658.900,00",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00003/2022,"10.864.910/0001-76 - ADD VALUE PARTICIPACOES, COMERCIO E SERVICOS DE INFORMATICA LTDA.",25/05/2022,25/05/2024,"R$ 18.547,70",1,"R$ 18.547,70",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00003/2023,00.258.246/0001-68 - SOLO NETWORK BRASIL S.A.,24/02/2023,24/02/2024,"R$ 126.108,84",1,"R$ 126.108,84",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00003/2024,03.535.902/0005-44 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,23/07/2024,23/07/2029,"R$ 2.740.000,00",1,"R$ 2.740.000,00",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200247 - ARQUIVO NACIONAL,00005/2024,09.137.728/0001-34 - NTSEC SOLUCOES EM TELEINFORMATICA LTDA,25/10/2024,24/10/2027,"R$ 928.884,36",1,"R$ 928.884,36",Consulta Contratos Contratos.gov.br Min Justiça 30000
30000 - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,200005 - CGL/MJ,00005/2025,12.625.657/0001-23 - BK TECNOLOGIA DA INFORMACAO LTDA,10/02/2025,10/02/2026,"R$ 3.629.562,70",1,"R$ 3.629.562,70",Consulta Contratos Contratos.gov.br Min Justiça 30000
